dep;sexe;jour;hosp;rea;rad;dc;hosp_h;rea_h;rad_h;dc_h;hosp_f;rea_f;rad_f;dc_f
79;0;27/04/2020;28;3;39;15;12;1;19;9;16;2;20;6
80;0;27/04/2020;305;48;471;172;135;37;236;103;165;11;228;68
81;0;27/04/2020;39;8;67;19;18;6;36;8;21;2;30;11
82;0;27/04/2020;14;6;31;4;7;4;19;4;7;2;12;0
83;0;27/04/2020;275;39;576;108;145;28;335;58;128;11;240;49
84;0;27/04/2020;83;12;154;27;47;8;78;17;36;4;76;10
85;0;27/04/2020;50;12;134;31;23;8;73;21;27;4;61;10
86;0;27/04/2020;49;7;83;30;32;4;40;15;16;2;43;14
87;0;27/04/2020;46;8;87;22;21;6;43;11;25;2;43;11
88;0;27/04/2020;230;17;417;228;99;11;222;136;130;6;193;92
89;0;27/04/2020;112;21;151;54;54;20;81;30;58;1;69;24
90;0;27/04/2020;146;20;347;145;76;16;206;85;69;4;141;60
91;0;27/04/2020;1188;163;1079;389;551;102;649;228;620;59;421;157
92;0;27/04/2020;1872;325;2584;816;1002;240;1467;490;850;83;1106;321
93;0;27/04/2020;1522;198;2049;800;786;135;1189;498;718;57;841;295
94;0;27/04/2020;1943;282;2192;891;996;204;1209;519;929;78;957;355
95;0;27/04/2020;940;117;1591;541;491;85;933;341;443;32;651;198
971;0;27/04/2020;22;10;70;14;15;6;34;7;7;4;36;7
972;0;27/04/2020;33;9;63;14;21;7;33;10;12;2;30;4
973;0;27/04/2020;1;0;35;1;0;0;17;1;1;0;18;0
974;0;27/04/2020;6;2;103;0;5;2;50;0;1;0;53;0
976;0;27/04/2020;36;5;70;6;23;5;40;5;13;0;28;1
1;0;28/04/2020;157;17;239;77;78;14;126;45;76;3;106;31
2;0;28/04/2020;292;44;593;203;147;29;232;122;145;15;359;78
3;0;28/04/2020;51;12;118;24;26;9;49;11;25;3;67;12
4;0;28/04/2020;27;1;102;7;13;0;41;5;14;1;60;2
5;0;28/04/2020;36;8;98;6;12;6;58;2;21;2;40;4
6;0;28/04/2020;257;47;417;128;132;30;195;66;114;14;209;60
7;0;28/04/2020;130;21;161;65;76;18;76;43;52;1;63;17
8;0;28/04/2020;53;10;110;42;20;7;58;23;32;3;50;19
9;0;28/04/2020;10;1;26;2;4;1;13;1;5;0;11;1
10;0;28/04/2020;233;16;369;106;133;13;202;68;96;2;166;37
11;0;28/04/2020;49;7;155;50;27;6;84;35;22;1;71;15
12;0;28/04/2020;42;2;102;20;20;2;49;11;22;0;53;9
13;0;28/04/2020;1003;180;2159;387;516;126;1112;212;483;52;1013;173
14;0;28/04/2020;150;28;158;57;68;23;88;39;82;5;69;18
15;0;28/04/2020;29;3;26;5;19;2;15;3;10;1;11;2
16;0;28/04/2020;8;2;37;11;2;1;23;7;5;0;14;4
17;0;28/04/2020;71;14;84;41;42;12;48;27;29;2;36;14
18;0;28/04/2020;90;3;69;57;38;2;38;29;51;1;31;27
19;0;28/04/2020;78;11;62;23;45;8;33;20;32;2;29;3
21;0;28/04/2020;288;53;618;215;123;28;284;123;165;25;329;92
22;0;28/04/2020;51;6;124;24;23;4;62;15;28;2;62;9
23;0;28/04/2020;30;10;20;5;14;5;13;3;16;5;7;2
24;0;28/04/2020;31;4;54;9;13;1;32;3;18;3;22;5
25;0;28/04/2020;178;40;402;116;93;32;213;68;82;7;185;46
26;0;28/04/2020;139;29;375;113;76;18;206;67;61;9;169;46
27;0;28/04/2020;111;10;87;64;53;9;42;32;57;1;44;32
28;0;28/04/2020;220;18;314;84;99;14;158;40;113;4;142;43
29;0;28/04/2020;68;14;126;37;38;9;74;23;30;5;51;13
2A;0;28/04/2020;52;7;89;42;18;6;39;27;34;1;50;15
2B;0;28/04/2020;10;1;86;8;6;0;45;5;4;1;41;3
30;0;28/04/2020;128;27;177;55;61;18;99;29;67;9;78;26
31;0;28/04/2020;141;52;454;47;90;43;241;34;48;9;207;13
32;0;28/04/2020;40;5;47;17;21;4;27;11;19;1;20;6
33;0;28/04/2020;254;57;618;108;134;43;308;50;120;14;309;58
34;0;28/04/2020;126;36;526;100;60;27;257;58;61;8;263;42
35;0;28/04/2020;150;17;269;69;88;12;156;35;60;5;112;34
36;0;28/04/2020;116;9;56;63;53;4;23;37;62;5;32;26
37;0;28/04/2020;159;36;192;57;78;26;97;39;80;9;94;18
38;0;28/04/2020;210;32;398;101;109;24;188;59;97;8;208;42
39;0;28/04/2020;97;10;156;44;36;7;72;23;60;3;83;21
40;0;28/04/2020;25;4;44;10;17;3;24;6;8;1;20;4
41;0;28/04/2020;128;13;108;40;59;10;56;25;69;3;52;15
42;0;28/04/2020;408;73;577;182;215;57;301;123;188;14;269;59
43;0;28/04/2020;35;1;69;9;14;1;24;6;20;0;45;3
44;0;28/04/2020;242;30;380;118;121;24;206;66;117;6;173;51
45;0;28/04/2020;245;57;370;69;133;41;189;41;111;16;181;28
46;0;28/04/2020;18;2;129;16;9;1;44;8;9;1;85;8
47;0;28/04/2020;33;3;38;5;18;2;21;5;15;1;16;0
48;0;28/04/2020;2;0;15;0;1;0;9;0;1;0;6;0
49;0;28/04/2020;182;27;360;97;103;19;175;59;76;8;183;38
50;0;28/04/2020;51;11;94;36;31;10;46;17;20;1;45;19
51;0;28/04/2020;334;38;662;211;179;31;303;125;150;7;351;84
52;0;28/04/2020;78;18;128;57;38;9;74;25;40;9;54;32
53;0;28/04/2020;86;10;74;29;39;8;38;16;47;2;36;13
54;0;28/04/2020;441;103;658;255;221;75;314;150;208;24;323;103
55;0;28/04/2020;124;14;270;83;62;9;134;46;62;5;136;37
56;0;28/04/2020;124;15;274;77;69;12;153;47;54;3;120;30
57;0;28/04/2020;877;127;1476;636;449;91;754;360;424;36;716;272
58;0;28/04/2020;50;6;44;22;19;4;14;11;31;2;30;11
59;0;28/04/2020;903;188;1235;420;463;137;635;219;435;50;589;196
60;0;28/04/2020;443;41;729;323;201;30;376;185;239;11;347;137
61;0;28/04/2020;67;11;148;28;38;11;60;18;28;0;88;10
62;0;28/04/2020;442;69;767;212;217;51;368;125;220;16;394;87
63;0;28/04/2020;47;14;121;33;25;10;65;22;22;4;56;11
64;0;28/04/2020;63;5;149;23;34;5;79;17;29;0;70;6
65;0;28/04/2020;72;4;88;20;28;3;48;9;44;1;39;11
66;0;28/04/2020;19;8;255;30;13;7;111;14;6;1;144;16
67;0;28/04/2020;902;162;1613;503;483;110;885;292;412;52;718;208
68;0;28/04/2020;898;101;1778;675;453;72;965;412;440;28;808;257
69;0;28/04/2020;1112;163;1749;490;531;127;863;265;576;36;853;215
70;0;28/04/2020;98;13;170;67;54;10;87;43;43;3;82;24
71;0;28/04/2020;234;28;415;155;112;21;193;80;122;7;219;75
72;0;28/04/2020;141;15;206;51;73;12;102;26;67;3;104;25
73;0;28/04/2020;75;8;311;41;37;6;146;27;38;2;164;14
74;0;28/04/2020;217;33;604;135;112;25;336;85;101;8;261;50
75;0;28/04/2020;2448;502;3785;1404;1336;378;2193;886;1083;123;1561;507
76;0;28/04/2020;221;52;521;146;106;39;249;93;110;13;266;51
77;0;28/04/2020;675;137;1619;471;369;102;920;282;305;35;679;188
78;0;28/04/2020;858;111;1343;415;414;88;762;253;436;22;576;160
79;0;28/04/2020;29;2;39;15;13;0;19;9;16;2;20;6
80;0;28/04/2020;302;48;476;172;133;37;239;103;164;11;230;68
81;0;28/04/2020;42;9;67;19;19;7;36;8;23;2;30;11
82;0;28/04/2020;14;6;31;4;7;4;19;4;7;2;12;0
83;0;28/04/2020;265;38;591;110;141;27;342;59;122;11;247;50
84;0;28/04/2020;78;13;158;27;43;9;82;17;35;4;76;10
85;0;28/04/2020;50;12;134;31;23;8;73;21;27;4;61;10
86;0;28/04/2020;49;7;83;30;32;4;40;15;16;2;43;14
87;0;28/04/2020;45;7;87;22;20;5;43;11;25;2;43;11
88;0;28/04/2020;230;16;427;231;103;10;225;137;126;6;200;94
89;0;28/04/2020;108;21;154;55;52;20;83;30;56;1;70;25
90;0;28/04/2020;146;20;347;145;76;16;206;85;69;4;141;60
91;0;28/04/2020;1173;157;1119;393;546;100;668;230;610;55;442;159
92;0;28/04/2020;1854;313;2631;833;984;231;1495;502;851;81;1124;326
93;0;28/04/2020;1504;192;2118;817;784;132;1220;510;705;55;878;300
94;0;28/04/2020;1890;274;2260;904;976;201;1241;526;897;73;993;361
95;0;28/04/2020;947;115;1605;550;490;83;942;348;451;32;656;200
971;0;28/04/2020;22;10;70;14;15;6;34;7;7;4;36;7
972;0;28/04/2020;32;8;64;14;20;7;34;10;12;1;30;4
973;0;28/04/2020;1;0;35;1;0;0;17;1;1;0;18;0
974;0;28/04/2020;6;2;104;0;5;2;51;0;1;0;53;0
976;0;28/04/2020;37;5;73;6;23;5;43;5;14;0;28;1
1;0;29/04/2020;161;15;251;79;80;12;134;46;79;3;116;33
2;0;29/04/2020;285;40;610;208;151;25;245;124;134;15;363;83
3;0;29/04/2020;45;14;123;26;23;10;52;12;22;4;71;14
4;0;29/04/2020;26;2;105;7;11;1;44;5;15;1;61;2
5;0;29/04/2020;33;7;99;8;12;5;58;3;21;2;41;5
6;0;29/04/2020;255;56;430;129;138;37;204;68;115;17;219;61
7;0;29/04/2020;143;15;169;67;78;15;96;49;65;0;73;18
8;0;29/04/2020;46;9;117;42;17;7;61;23;29;2;55;19
9;0;29/04/2020;10;1;26;2;4;1;14;1;6;0;12;1
10;0;29/04/2020;226;16;396;109;130;11;217;70;95;4;178;39
11;0;29/04/2020;51;7;159;50;28;6;86;35;23;1;73;15
12;0;29/04/2020;39;2;104;21;19;2;49;12;20;0;55;9
13;0;29/04/2020;964;177;2236;399;499;127;1146;221;462;48;1065;178
14;0;29/04/2020;149;27;170;59;63;22;96;41;86;5;74;18
15;0;29/04/2020;27;3;28;5;19;2;15;3;8;1;13;2
16;0;29/04/2020;8;2;37;11;3;2;23;7;5;0;14;4
17;0;29/04/2020;68;12;87;41;40;10;50;27;28;2;37;14
18;0;29/04/2020;92;3;76;60;40;2;42;30;52;1;34;30
19;0;29/04/2020;76;11;64;26;47;8;35;21;29;3;29;5
21;0;29/04/2020;285;54;635;217;126;29;287;125;159;25;345;92
22;0;29/04/2020;48;5;128;25;21;3;63;16;27;2;65;9
23;0;29/04/2020;34;11;22;5;18;6;13;3;16;5;8;2
24;0;29/04/2020;27;3;59;9;12;1;34;3;15;2;25;6
25;0;29/04/2020;168;41;417;116;89;33;223;69;77;7;194;46
26;0;29/04/2020;123;23;386;118;71;16;207;71;52;7;179;47
27;0;29/04/2020;113;10;89;64;52;9;43;32;61;1;45;32
28;0;29/04/2020;223;19;319;86;106;15;161;41;115;4;146;45
29;0;29/04/2020;64;14;128;37;35;9;76;23;29;5;52;14
2A;0;29/04/2020;46;6;97;42;17;5;41;27;29;1;56;15
2B;0;29/04/2020;10;2;89;8;6;1;46;5;4;1;43;3
30;0;29/04/2020;130;27;184;57;62;15;101;30;68;12;83;27
31;0;29/04/2020;131;45;466;48;84;38;249;35;45;7;217;13
32;0;29/04/2020;35;4;48;18;19;4;27;12;16;0;21;6
33;0;29/04/2020;234;49;644;112;122;36;322;51;112;13;322;61
34;0;29/04/2020;110;32;540;103;51;25;270;60;59;7;269;43
35;0;29/04/2020;150;15;274;70;90;11;158;36;59;4;116;34
36;0;29/04/2020;120;9;61;64;56;3;23;38;64;6;37;26
37;0;29/04/2020;162;33;204;58;75;25;102;39;87;8;101;19
38;0;29/04/2020;191;29;419;103;101;21;200;61;89;8;219;42
39;0;29/04/2020;93;9;162;44;34;7;74;23;59;2;87;21
40;0;29/04/2020;19;4;50;10;12;3;29;6;7;1;21;4
41;0;29/04/2020;127;12;122;43;59;9;61;27;68;3;61;16
42;0;29/04/2020;398;64;594;186;208;54;313;126;189;9;281;60
43;0;29/04/2020;31;1;71;10;13;1;26;6;18;0;45;4
44;0;29/04/2020;229;26;400;123;117;18;215;69;112;8;184;54
45;0;29/04/2020;237;50;388;72;125;35;200;43;112;15;188;29
46;0;29/04/2020;15;2;132;16;7;1;46;8;8;1;86;8
47;0;29/04/2020;32;3;42;5;16;2;25;5;16;1;17;0
48;0;29/04/2020;1;0;15;1;0;0;9;1;1;0;6;0
49;0;29/04/2020;166;24;383;98;96;17;184;59;70;7;199;39
50;0;29/04/2020;51;10;97;40;31;8;49;19;20;2;47;21
51;0;29/04/2020;327;33;684;211;178;29;314;127;145;4;365;84
52;0;29/04/2020;77;18;130;58;39;9;75;25;38;9;55;33
53;0;29/04/2020;85;10;81;29;38;8;42;16;47;2;39;13
54;0;29/04/2020;375;88;729;280;197;69;353;170;178;19;371;110
55;0;29/04/2020;127;13;274;85;66;8;134;47;61;5;140;38
56;0;29/04/2020;130;16;279;78;73;13;155;48;57;3;123;30
57;0;29/04/2020;823;116;1561;652;412;86;805;368;407;30;751;280
58;0;29/04/2020;51;6;47;22;19;4;15;11;32;2;32;11
59;0;29/04/2020;855;176;1301;428;436;130;673;224;418;46;628;202
60;0;29/04/2020;441;43;739;325;203;32;382;188;238;11;355;137
61;0;29/04/2020;65;10;150;28;36;10;62;18;29;0;88;10
62;0;29/04/2020;423;65;803;219;205;47;391;130;215;17;409;89
63;0;29/04/2020;44;14;124;33;24;10;66;22;20;4;58;11
64;0;29/04/2020;50;5;165;25;26;5;88;18;24;0;77;7
65;0;29/04/2020;71;4;89;20;28;3;48;9;43;1;41;11
66;0;29/04/2020;19;8;257;31;13;7;112;14;6;1;145;17
67;0;29/04/2020;887;163;1658;512;480;113;910;300;406;50;742;212
68;0;29/04/2020;867;103;1857;680;438;77;1011;416;427;26;843;260
69;0;29/04/2020;1091;163;1796;502;533;128;878;272;557;35;888;221
70;0;29/04/2020;97;12;173;69;52;10;89;44;45;2;83;25
71;0;29/04/2020;243;24;420;158;116;19;197;80;127;5;221;78
72;0;29/04/2020;126;9;222;55;64;9;111;30;62;0;111;25
73;0;29/04/2020;76;10;317;41;38;8;147;27;38;2;170;14
74;0;29/04/2020;207;32;631;141;111;24;347;91;96;8;281;50
75;0;29/04/2020;2348;468;3972;1446;1286;346;2304;912;1050;121;1644;528
76;0;29/04/2020;204;41;548;152;101;30;270;96;103;11;278;55
77;0;29/04/2020;665;130;1685;486;361;97;961;294;304;33;718;192
78;0;29/04/2020;826;104;1389;425;398;85;783;261;424;19;603;164
79;0;29/04/2020;28;2;39;16;12;0;19;10;16;2;20;6
80;0;29/04/2020;275;43;502;175;122;33;246;107;153;10;250;68
81;0;29/04/2020;41;9;70;19;19;7;37;8;22;2;33;11
82;0;29/04/2020;12;6;32;4;6;4;19;4;6;2;13;0
83;0;29/04/2020;243;34;652;112;126;25;389;59;117;9;262;52
84;0;29/04/2020;79;13;164;27;41;8;88;17;38;5;76;10
85;0;29/04/2020;44;11;141;31;22;7;75;21;22;4;66;10
86;0;29/04/2020;47;9;86;31;30;5;41;16;17;4;45;15
87;0;29/04/2020;40;6;90;22;16;4;45;11;24;2;44;11
88;0;29/04/2020;232;14;438;234;98;9;232;139;134;5;205;95
89;0;29/04/2020;110;21;160;59;55;20;86;31;55;1;74;28
90;0;29/04/2020;139;19;361;147;76;17;213;86;63;2;148;61
91;0;29/04/2020;1172;153;1186;406;553;98;700;240;611;54;479;163
92;0;29/04/2020;1792;279;2734;859;944;212;1554;515;842;66;1172;343
93;0;29/04/2020;1470;190;2187;830;761;131;1260;522;701;57;911;306
94;0;29/04/2020;1881;255;2333;920;970;191;1290;538;902;64;1026;371
95;0;29/04/2020;931;101;1654;566;473;72;975;361;458;29;676;205
971;0;29/04/2020;21;10;72;14;16;6;34;7;5;4;38;7
972;0;29/04/2020;32;8;64;14;20;7;34;10;12;1;30;4
973;0;29/04/2020;1;0;35;1;0;0;17;1;1;0;18;0
974;0;29/04/2020;4;1;109;0;4;1;52;0;0;0;57;0
976;0;29/04/2020;35;5;79;6;23;5;44;5;12;0;33;1
1;0;30/04/2020;160;16;259;80;83;12;134;46;76;4;123;34
2;0;30/04/2020;286;37;623;209;150;22;251;125;136;15;370;83
3;0;30/04/2020;44;14;124;26;22;10;53;12;22;4;71;14
4;0;30/04/2020;27;2;106;7;11;1;44;5;16;1;62;2
5;0;30/04/2020;35;6;99;8;13;5;58;3;22;1;41;5
6;0;30/04/2020;238;52;445;134;128;35;212;70;108;15;226;64
7;0;30/04/2020;145;14;194;67;73;14;111;50;72;0;82;17
8;0;30/04/2020;46;9;118;37;17;7;61;23;29;2;56;14
9;0;30/04/2020;10;1;26;2;4;1;14;1;6;0;12;1
10;0;30/04/2020;230;17;406;111;130;11;223;72;99;5;182;39
11;0;30/04/2020;36;3;170;52;18;3;92;36;18;0;78;16
12;0;30/04/2020;35;2;108;22;18;2;50;13;17;0;58;9
13;0;30/04/2020;915;166;2299;408;470;121;1181;225;443;44;1093;183
14;0;30/04/2020;148;27;172;60;62;22;97;41;86;5;75;19
15;0;30/04/2020;27;4;28;5;19;3;15;3;8;1;13;2
16;0;30/04/2020;4;2;41;11;2;2;24;7;2;0;17;4
17;0;30/04/2020;62;12;93;43;34;9;55;29;28;3;38;14
18;0;30/04/2020;90;3;81;60;39;2;44;30;51;1;37;30
19;0;30/04/2020;80;11;64;28;46;7;35;23;34;4;29;5
21;0;30/04/2020;287;57;648;218;125;28;293;125;162;29;352;93
22;0;30/04/2020;50;4;130;25;21;2;65;16;29;2;65;9
23;0;30/04/2020;24;11;32;5;13;6;19;3;11;5;13;2
24;0;30/04/2020;24;2;62;9;11;1;35;3;13;1;27;6
25;0;30/04/2020;160;38;425;118;87;30;225;71;72;7;199;46
26;0;30/04/2020;109;22;398;121;64;15;213;71;45;7;185;50
27;0;30/04/2020;113;10;96;65;52;9;45;32;61;1;50;33
28;0;30/04/2020;218;16;331;88;100;13;169;43;116;3;151;45
29;0;30/04/2020;64;14;128;37;35;9;76;23;29;5;52;14
2A;0;30/04/2020;46;6;99;42;17;5;42;27;29;1;57;15
2B;0;30/04/2020;11;2;89;8;6;1;46;5;5;1;43;3
30;0;30/04/2020;128;28;187;61;63;16;101;32;65;12;86;29
31;0;30/04/2020;125;42;472;50;79;34;253;37;44;8;219;13
32;0;30/04/2020;29;4;49;17;15;4;27;11;14;0;22;6
33;0;30/04/2020;219;46;662;116;114;33;329;55;105;13;333;61
34;0;30/04/2020;114;33;543;104;54;26;271;60;60;7;271;44
35;0;30/04/2020;150;15;277;70;90;11;160;36;59;4;117;34
36;0;30/04/2020;126;9;61;64;58;3;23;38;68;6;37;26
37;0;30/04/2020;159;29;207;58;73;22;102;39;86;7;104;19
38;0;30/04/2020;165;27;447;107;89;19;213;63;75;8;234;44
39;0;30/04/2020;99;8;165;46;35;6;74;24;64;2;90;22
40;0;30/04/2020;23;3;54;10;14;2;30;6;9;1;24;4
41;0;30/04/2020;136;11;131;46;67;9;65;27;69;2;66;19
42;0;30/04/2020;392;61;611;187;203;52;321;127;189;9;290;60
43;0;30/04/2020;30;1;72;11;11;1;27;7;19;0;45;4
44;0;30/04/2020;221;25;410;124;112;17;220;70;109;8;189;54
45;0;30/04/2020;239;48;395;72;129;35;203;43;110;13;192;29
46;0;30/04/2020;14;1;120;16;6;1;46;8;8;0;74;8
47;0;30/04/2020;30;3;43;7;15;2;25;7;15;1;18;0
48;0;30/04/2020;1;0;15;1;0;0;9;1;1;0;6;0
49;0;30/04/2020;163;21;390;99;92;14;189;60;71;7;201;39
50;0;30/04/2020;53;9;98;40;34;8;49;19;19;1;48;21
51;0;30/04/2020;320;29;700;213;179;27;318;127;137;2;377;86
52;0;30/04/2020;72;17;136;58;34;8;80;25;38;9;56;33
53;0;30/04/2020;85;9;84;32;39;7;43;18;46;2;41;14
54;0;30/04/2020;365;85;747;282;188;63;361;170;177;22;380;112
55;0;30/04/2020;135;12;275;85;66;8;135;47;69;4;140;38
56;0;30/04/2020;127;14;288;80;71;12;158;49;56;2;128;31
57;0;30/04/2020;762;104;1629;659;382;78;840;371;377;26;783;284
58;0;30/04/2020;52;4;47;22;21;3;15;11;31;1;32;11
59;0;30/04/2020;840;169;1335;436;420;124;695;228;419;45;640;206
60;0;30/04/2020;428;42;753;329;195;33;389;191;233;9;362;138
61;0;30/04/2020;68;10;152;28;38;10;63;18;30;0;89;10
62;0;30/04/2020;412;70;854;223;200;50;415;132;209;19;436;91
63;0;30/04/2020;45;15;126;35;25;11;68;22;20;4;58;13
64;0;30/04/2020;49;4;166;25;25;4;89;18;24;0;77;7
65;0;30/04/2020;69;5;92;20;28;4;49;9;41;1;43;11
66;0;30/04/2020;16;8;258;33;10;7;114;15;6;1;144;18
67;0;30/04/2020;875;155;1686;518;466;111;930;304;408;44;750;214
68;0;30/04/2020;869;100;1894;688;437;76;1035;418;431;24;856;265
69;0;30/04/2020;1092;157;1820;513;542;122;882;274;549;35;908;229
70;0;30/04/2020;101;9;173;69;55;7;88;44;46;2;84;25
71;0;30/04/2020;238;24;443;159;108;20;208;80;130;4;233;79
72;0;30/04/2020;119;9;228;55;58;9;117;30;61;0;111;25
73;0;30/04/2020;72;9;323;42;39;7;147;27;33;2;176;15
74;0;30/04/2020;208;31;640;137;114;22;351;90;94;9;286;47
75;0;30/04/2020;2292;455;4071;1466;1265;336;2349;924;1017;118;1698;536
76;0;30/04/2020;205;39;550;153;101;30;272;95;104;9;278;57
77;0;30/04/2020;667;136;1719;490;360;101;980;297;307;35;733;193
78;0;30/04/2020;799;95;1438;428;384;78;805;263;412;17;629;165
79;0;30/04/2020;19;2;44;17;9;0;22;10;10;2;22;7
80;0;30/04/2020;270;42;510;177;121;33;250;107;149;9;254;70
81;0;30/04/2020;47;9;70;19;19;7;37;8;28;2;33;11
82;0;30/04/2020;12;6;32;4;6;4;19;4;6;2;13;0
83;0;30/04/2020;238;33;675;112;125;24;403;59;112;9;271;52
84;0;30/04/2020;72;9;169;27;40;7;90;17;32;2;79;10
85;0;30/04/2020;41;9;144;31;22;6;75;21;19;3;69;10
86;0;30/04/2020;44;9;91;31;27;5;45;16;17;4;46;15
87;0;30/04/2020;37;6;94;22;15;4;47;11;22;2;46;11
88;0;30/04/2020;228;13;456;234;95;8;242;139;133;5;213;95
89;0;30/04/2020;109;22;162;59;55;21;87;31;54;1;75;28
90;0;30/04/2020;135;19;368;147;73;17;216;86;62;2;152;61
91;0;30/04/2020;1181;146;1225;417;554;95;718;246;619;50;500;168
92;0;30/04/2020;1759;260;2803;869;916;194;1592;523;837;65;1202;345
93;0;30/04/2020;1447;183;2224;835;744;124;1282;527;695;57;926;306
94;0;30/04/2020;1844;245;2404;933;945;185;1332;543;889;60;1054;379
95;0;30/04/2020;912;93;1686;570;465;66;992;362;447;27;691;208
971;0;30/04/2020;17;7;72;16;14;5;34;8;3;2;38;8
972;0;30/04/2020;21;9;77;14;15;8;41;10;6;1;36;4
973;0;30/04/2020;0;0;36;1;0;0;17;1;0;0;19;0
974;0;30/04/2020;4;1;109;0;4;1;52;0;0;0;57;0
976;0;30/04/2020;33;4;88;6;21;4;48;5;12;0;38;1
1;0;01/05/2020;158;13;264;81;83;10;136;46;74;3;126;35
2;0;01/05/2020;278;37;634;211;148;22;255;127;129;15;377;83
3;0;01/05/2020;43;14;125;27;24;10;53;12;19;4;72;15
4;0;01/05/2020;25;2;106;8;9;1;44;6;16;1;62;2
5;0;01/05/2020;36;6;99;8;13;5;58;3;23;1;41;5
6;0;01/05/2020;219;43;459;135;119;29;218;71;97;12;234;64
7;0;01/05/2020;146;11;202;68;70;11;116;51;76;0;85;17
8;0;01/05/2020;46;7;117;39;18;5;60;24;28;2;56;15
9;0;01/05/2020;7;1;29;2;4;1;14;1;3;0;15;1
10;0;01/05/2020;221;10;424;112;121;8;234;73;99;1;189;39
11;0;01/05/2020;40;3;171;51;21;3;92;35;19;0;79;16
12;0;01/05/2020;30;2;113;22;16;2;52;13;14;0;61;9
13;0;01/05/2020;908;159;2330;414;467;116;1196;227;440;42;1109;186
14;0;01/05/2020;146;26;177;60;62;22;98;41;84;4;79;19
15;0;01/05/2020;27;4;28;5;19;3;15;3;8;1;13;2
16;0;01/05/2020;5;2;41;11;3;2;24;7;2;0;17;4
17;0;01/05/2020;61;11;94;43;33;8;56;29;28;3;38;14
18;0;01/05/2020;90;3;83;60;40;2;44;30;50;1;39;30
19;0;01/05/2020;80;11;64;28;46;7;35;23;34;4;29;5
21;0;01/05/2020;274;56;670;218;115;27;305;125;159;29;362;93
22;0;01/05/2020;46;4;135;25;21;2;66;16;25;2;69;9
23;0;01/05/2020;22;12;34;5;12;7;20;3;10;5;14;2
24;0;01/05/2020;24;2;62;9;11;1;35;3;13;1;27;6
25;0;01/05/2020;155;38;428;118;87;31;225;71;67;6;203;46
26;0;01/05/2020;103;21;403;119;61;14;216;70;42;7;187;49
27;0;01/05/2020;116;10;96;65;54;9;45;32;62;1;50;33
28;0;01/05/2020;219;17;333;91;101;14;170;45;116;3;152;46
29;0;01/05/2020;59;14;133;37;32;9;79;23;27;5;54;14
2A;0;01/05/2020;48;6;100;42;17;5;42;27;31;1;58;15
2B;0;01/05/2020;11;2;89;8;6;1;46;5;5;1;43;3
30;0;01/05/2020;128;28;187;61;63;16;101;32;65;12;86;29
31;0;01/05/2020;123;41;481;50;78;33;258;37;43;8;223;13
32;0;01/05/2020;26;4;52;17;13;4;29;11;13;0;23;6
33;0;01/05/2020;208;46;676;116;106;33;340;55;102;13;336;61
34;0;01/05/2020;109;33;550;104;51;26;275;60;57;7;274;44
35;0;01/05/2020;142;13;287;70;83;9;167;36;59;4;119;34
36;0;01/05/2020;127;9;62;65;58;3;24;38;69;6;37;27
37;0;01/05/2020;159;30;210;59;75;24;102;39;84;6;107;20
38;0;01/05/2020;164;26;454;107;87;19;218;63;76;7;236;44
39;0;01/05/2020;98;8;167;46;36;6;74;24;62;2;92;22
40;0;01/05/2020;22;3;54;10;14;2;30;6;8;1;24;4
41;0;01/05/2020;136;12;133;47;68;11;67;27;68;1;66;20
42;0;01/05/2020;390;60;625;189;204;51;329;128;186;9;296;61
43;0;01/05/2020;30;1;72;11;11;1;27;7;19;0;45;4
44;0;01/05/2020;216;24;421;125;106;16;227;70;110;8;193;55
45;0;01/05/2020;246;44;400;73;132;31;206;44;114;13;194;29
46;0;01/05/2020;16;1;50;10;6;1;28;5;10;0;22;5
47;0;01/05/2020;30;3;43;7;15;2;25;7;15;1;18;0
48;0;01/05/2020;1;0;18;1;0;0;10;1;1;0;8;0
49;0;01/05/2020;156;20;399;100;87;14;197;60;69;6;202;40
50;0;01/05/2020;55;8;97;40;34;7;49;19;21;1;47;21
51;0;01/05/2020;320;31;708;214;176;27;324;127;140;4;379;87
52;0;01/05/2020;73;17;136;58;34;8;80;25;39;9;56;33
53;0;01/05/2020;81;7;87;32;35;5;46;18;46;2;41;14
54;0;01/05/2020;368;84;757;286;186;63;367;172;180;21;384;114
55;0;01/05/2020;137;12;277;85;67;8;136;47;70;4;141;38
56;0;01/05/2020;126;13;291;80;68;12;161;49;57;1;128;31
57;0;01/05/2020;729;89;1666;669;368;66;856;377;358;23;804;288
58;0;01/05/2020;50;4;48;22;20;3;16;11;30;1;32;11
59;0;01/05/2020;835;162;1353;442;415;119;708;231;418;43;645;209
60;0;01/05/2020;421;40;760;333;191;31;393;194;230;9;365;139
61;0;01/05/2020;65;10;155;28;36;10;65;18;29;0;90;10
62;0;01/05/2020;414;67;869;226;198;47;424;133;213;19;442;93
63;0;01/05/2020;44;13;128;35;23;9;70;22;21;4;58;13
64;0;01/05/2020;44;4;171;25;23;4;91;18;21;0;80;7
65;0;01/05/2020;65;5;96;20;27;4;50;9;38;1;46;11
66;0;01/05/2020;15;8;260;33;10;7;114;15;5;1;146;18
67;0;01/05/2020;852;153;1721;530;453;111;952;310;398;42;763;220
68;0;01/05/2020;849;101;1918;688;428;77;1045;419;420;24;870;264
